epoch,train_loss,train_accuracy,eval_loss,eval_accuracy,epsilon,delta,learning_rate
71,0.041068,0.990317,0.059263,0.9831,,,0.03038207830824382
72,0.04083,0.99,0.059811,0.9825,,,0.02852382630220305
73,0.04037,0.990383,0.062628,0.981,,,0.026712875321076246
74,0.040022,0.990617,0.058766,0.9833,,,0.02495104883899364
75,0.039175,0.9906,0.05889,0.9831,,,0.023240120865879035
76,0.039329,0.990733,0.058294,0.9837,,,0.02158181416117225
77,0.038808,0.99105,0.056979,0.9829,,,0.01997779849915626
78,0.038255,0.991067,0.059402,0.9818,,,0.01842968898763613
79,0.038324,0.9912,0.060007,0.9821,,,0.016939044441662332
80,0.037984,0.991033,0.057953,0.9832,,,0.015507365813936115
81,0.037421,0.991367,0.057383,0.9835,,,0.01413609468347745
82,0.037499,0.991367,0.057265,0.9827,,,0.012826611804076994
83,0.037237,0.9915,0.058107,0.9828,,,0.011580235713994212
84,0.037049,0.991583,0.057114,0.9835,,,0.01039822140830101
85,0.037156,0.99135,0.057123,0.9825,,,0.009281759075208198
86,0.036802,0.9915,0.057023,0.9829,,,0.00823197289764672
87,0.036661,0.9915,0.05718,0.9828,,,0.007249919921310814
88,0.036494,0.991617,0.056901,0.983,,,0.006336588990302594
89,0.03638,0.991567,0.056639,0.9835,,,0.005492899751449832
90,0.036367,0.991617,0.056728,0.9828,,,0.004719701728299559
91,0.036239,0.991667,0.056615,0.9828,,,0.0040177734657199414
92,0.036221,0.991867,0.056953,0.9825,,,0.0033878217459714557
93,0.036156,0.99175,0.0568,0.9826,,,0.002830480877037172
94,0.036126,0.99165,0.056998,0.9825,,,0.0023463120539283563
95,0.036107,0.9917,0.056531,0.9828,,,0.001935802793608624
96,0.03607,0.991833,0.056689,0.9829,,,0.0015993664441057462
97,0.036005,0.991883,0.056841,0.9824,,,0.0013373417683051976
98,0.035995,0.99175,0.0567,0.9827,,,0.0011499926028446174
99,0.03597,0.991933,0.056618,0.9831,,,0.0010375075924527113
100,0.03594,0.991783,0.056718,0.9827,,,0.001
