epoch,train_loss,train_accuracy,eval_loss,eval_accuracy,epsilon,delta,learning_rate
66,0.233546,0.941415,0.213297,0.9438,11.933566,1e-05,0.14213299963299375
67,0.225658,0.942667,0.211286,0.9437,12.037465,1e-05,0.13473777631347705
68,0.225488,0.943252,0.211687,0.9434,12.141365,1e-05,0.1274686452175645
69,0.237802,0.940244,0.208923,0.9442,12.245264,1e-05,0.12033355503338529
70,0.227518,0.942532,0.20998,0.9444,12.345086,1e-05,0.11334030787729948
71,0.227521,0.942238,0.209884,0.9443,12.444556,1e-05,0.10649655076239828
72,0.223146,0.942628,0.209559,0.944,12.544025,1e-05,0.09980976723660791
73,0.231149,0.942278,0.208898,0.9444,12.643494,1e-05,0.09328726919953945
74,0.230617,0.942078,0.208412,0.9444,12.742964,1e-05,0.08693618890703406
75,0.23032,0.942079,0.209776,0.9441,12.842433,1e-05,0.08076347117214609
76,0.22749,0.942254,0.207795,0.9444,12.941903,1e-05,0.07477586577109151
77,0.228088,0.943053,0.210197,0.9449,13.041372,1e-05,0.06897992006246735
78,0.225302,0.942449,0.209226,0.9443,13.140842,1e-05,0.06338197182781084
79,0.225296,0.942905,0.208931,0.9452,13.239893,1e-05,0.05798814234132808
80,0.219823,0.943763,0.209671,0.9453,13.335013,1e-05,0.05280432967637148
81,0.230609,0.942313,0.207753,0.9444,13.430133,1e-05,0.04783620225598194
82,0.226306,0.943121,0.207235,0.9452,13.525253,1e-05,0.04308919265455241
83,0.223219,0.943104,0.208822,0.946,13.620373,1e-05,0.03856849165738724
84,0.232577,0.942273,0.206972,0.9452,13.715493,1e-05,0.03427904258465442
85,0.220063,0.944205,0.207723,0.9453,13.810613,1e-05,0.03022553588593809
86,0.225193,0.943431,0.20756,0.9455,13.905733,1e-05,0.026412404011300177
87,0.226865,0.94328,0.206382,0.9455,14.000853,1e-05,0.022843816564461893
88,0.229242,0.942486,0.205975,0.9458,14.095973,1e-05,0.019523675743402687
89,0.224971,0.94354,0.208152,0.9462,14.191093,1e-05,0.016455612073364736
90,0.22359,0.944109,0.206021,0.9457,14.286212,1e-05,0.013642980436926376
91,0.228204,0.942771,0.206051,0.9457,14.38003,1e-05,0.01108885640548731
92,0.230416,0.942384,0.205677,0.946,14.470877,1e-05,0.008796032876176729
93,0.22498,0.943142,0.206037,0.9457,14.561725,1e-05,0.006767017017860967
94,0.226355,0.942206,0.206117,0.9456,14.652573,1e-05,0.005004027529591403
95,0.228809,0.942245,0.206848,0.9464,14.743421,1e-05,0.003508992214489556
96,0.219942,0.946091,0.206653,0.9459,14.834269,1e-05,0.0022835458717225506
97,0.228389,0.94349,0.206057,0.9457,14.925117,1e-05,0.001329028508874397
98,0.227259,0.943009,0.206242,0.9456,15.015965,1e-05,0.0006464838766673053
99,0.230266,0.942879,0.20636,0.9456,15.106812,1e-05,0.0002366583276355341
100,0.224894,0.944264,0.20636,0.9454,15.19766,1e-05,0.0001
