epoch,train_loss,train_accuracy,eval_loss,eval_accuracy,epsilon,delta,learning_rate
38,0.350811,0.904935,0.327171,0.9085,4.724007,1e-05,0.36536222368652305
39,0.355663,0.902583,0.306329,0.9155,4.790984,1e-05,0.3579670003670063
40,0.341615,0.908072,0.327518,0.907,4.857614,1e-05,0.3504537713920097
41,0.356396,0.905599,0.316024,0.9119,4.923445,1e-05,0.34283075236710925
42,0.335225,0.911092,0.291836,0.9162,4.988584,1e-05,0.33510627895168865
43,0.324494,0.913711,0.284833,0.9228,5.053544,1e-05,0.32728879774401815
44,0.321008,0.915008,0.280399,0.9202,5.117202,1e-05,0.3193868570450231
45,0.319002,0.915601,0.271849,0.9246,5.180859,1e-05,0.3114090975108428
46,0.313782,0.917482,0.262222,0.9269,5.243775,1e-05,0.3033642427043996
47,0.305353,0.919326,0.26835,0.9262,5.305959,1e-05,0.29526108955631086
48,0.307386,0.918926,0.259446,0.9299,5.368143,1e-05,0.2871084987455749
49,0.299813,0.921409,0.261956,0.9283,5.429359,1e-05,0.27891538501054813
50,0.30614,0.922838,0.263102,0.9278,5.490079,1e-05,0.2706907074008095
51,0.301184,0.922581,0.256967,0.9301,5.550798,1e-05,0.262443459480572
52,0.294881,0.924192,0.256825,0.9301,5.610691,1e-05,0.2541826594943513
53,0.297559,0.924325,0.257993,0.9317,5.669954,1e-05,0.24591734050564873
54,0.290766,0.925127,0.254313,0.9311,5.729218,1e-05,0.23765654051942817
55,0.285638,0.927013,0.247723,0.9319,5.788201,1e-05,0.2294092925991906
56,0.288343,0.925303,0.250992,0.9331,5.846016,1e-05,0.22118461498945205
57,0.297118,0.925761,0.251254,0.9343,5.903832,1e-05,0.21299150125442512
58,0.284929,0.927465,0.246462,0.9342,5.961647,1e-05,0.20483891044368918
59,0.276834,0.929324,0.245617,0.9349,6.018736,1e-05,0.19673575729560053
60,0.275189,0.930885,0.244288,0.9362,6.075112,1e-05,0.1886909024891573
61,0.279516,0.929355,0.241606,0.9361,6.131488,1e-05,0.180713142954977
62,0.279597,0.92962,0.239694,0.9366,6.187864,1e-05,0.17281120225598198
63,0.277508,0.930817,0.239387,0.9362,6.243578,1e-05,0.16499372104831134
64,0.272007,0.93093,0.239232,0.9366,6.298522,1e-05,0.15726924763289074
65,0.277968,0.930644,0.239307,0.9359,6.353467,1e-05,0.14964622860799034
66,0.270366,0.932552,0.237885,0.9376,6.408412,1e-05,0.14213299963299375
67,0.267809,0.931945,0.235759,0.9378,6.463327,1e-05,0.13473777631347705
68,0.264886,0.933713,0.236669,0.9377,6.516849,1e-05,0.1274686452175645
69,0.276828,0.930603,0.234465,0.9389,6.57037,1e-05,0.12033355503338529
70,0.263428,0.933239,0.235786,0.9385,6.623892,1e-05,0.11334030787729948
71,0.26522,0.934393,0.235751,0.9381,6.677413,1e-05,0.10649655076239828
72,0.259938,0.934177,0.234059,0.9385,6.730757,1e-05,0.09980976723660791
73,0.267996,0.933317,0.232785,0.9385,6.782863,1e-05,0.09328726919953945
74,0.27054,0.933723,0.232892,0.9396,6.834969,1e-05,0.08693618890703406
75,0.267733,0.933783,0.233684,0.9399,6.887075,1e-05,0.08076347117214609
76,0.262701,0.933945,0.232009,0.9394,6.939182,1e-05,0.07477586577109151
77,0.266198,0.933618,0.233775,0.9392,6.991288,1e-05,0.06897992006246735
78,0.261804,0.934391,0.233146,0.9392,7.042386,1e-05,0.06338197182781084
79,0.262824,0.933872,0.233707,0.9393,7.093085,1e-05,0.05798814234132808
80,0.258852,0.935544,0.234407,0.9395,7.143784,1e-05,0.05280432967637148
81,0.271027,0.93435,0.232535,0.9404,7.194483,1e-05,0.04783620225598194
82,0.265168,0.934364,0.233199,0.9397,7.245182,1e-05,0.04308919265455241
83,0.260281,0.935471,0.234599,0.9395,7.295881,1e-05,0.03856849165738724
84,0.271521,0.934117,0.232348,0.9395,7.345574,1e-05,0.03427904258465442
85,0.257794,0.935922,0.232357,0.9402,7.394873,1e-05,0.03022553588593809
86,0.263873,0.935419,0.233204,0.9397,7.444173,1e-05,0.026412404011300177
87,0.265453,0.935025,0.2317,0.9403,7.493473,1e-05,0.022843816564461893
88,0.267869,0.934397,0.231314,0.9404,7.542772,1e-05,0.019523675743402687
89,0.264248,0.935437,0.232818,0.9397,7.592072,1e-05,0.016455612073364736
90,0.262785,0.935731,0.23129,0.9408,7.641305,1e-05,0.013642980436926376
91,0.265478,0.934784,0.23063,0.9404,7.689213,1e-05,0.01108885640548731
92,0.271449,0.933726,0.230659,0.9406,7.737121,1e-05,0.008796032876176729
93,0.26265,0.934526,0.231044,0.9404,7.785029,1e-05,0.006767017017860967
94,0.268925,0.932964,0.231234,0.9409,7.832937,1e-05,0.005004027529591403
95,0.266941,0.935337,0.231582,0.9402,7.880845,1e-05,0.003508992214489556
96,0.2556,0.93792,0.231571,0.9406,7.928753,1e-05,0.0022835458717225506
97,0.270398,0.933971,0.23101,0.9406,7.976661,1e-05,0.001329028508874397
98,0.267417,0.934999,0.231091,0.9407,8.023739,1e-05,0.0006464838766673053
99,0.269293,0.934,0.231204,0.9406,8.070263,1e-05,0.0002366583276355341
100,0.264377,0.935369,0.231201,0.9406,8.116787,1e-05,0.0001
