epoch,train_loss,train_accuracy,eval_loss,eval_accuracy,epsilon,delta,learning_rate
78,1.658131,0.489019,1.822735,0.4665,5.915813,1e-05,0.012746267224641531
79,1.668382,0.48972,1.840335,0.4633,5.957375,1e-05,0.011668364512699888
80,1.638801,0.491534,1.855494,0.4684,5.998702,1e-05,0.010632431555650149
81,1.648576,0.493386,1.87897,0.469,6.040028,1e-05,0.009639601130971382
82,1.647057,0.495769,1.840457,0.4732,6.081355,1e-05,0.008690958884156401
83,1.63842,0.499479,1.877898,0.4709,6.122682,1e-05,0.007787542141574284
84,1.651621,0.493608,1.822691,0.4722,6.163766,1e-05,0.006930338776169186
85,1.645041,0.495541,1.849034,0.4691,6.204024,1e-05,0.006120286127235878
86,1.638798,0.498727,1.85035,0.4697,6.244282,1e-05,0.005358269975452866
87,1.650473,0.496601,1.83189,0.4765,6.284541,1e-05,0.004645123574294345
88,1.645348,0.49951,1.826161,0.4717,6.324799,1e-05,0.003981626738879633
89,1.652497,0.502029,1.857364,0.4728,6.365057,1e-05,0.003368504993256926
90,1.63816,0.504539,1.872281,0.4744,6.40518,1e-05,0.0028064287770533007
91,1.652602,0.500528,1.842304,0.4755,6.444378,1e-05,0.0022960127123588365
92,1.641644,0.502673,1.874088,0.4725,6.483576,1e-05,0.00183781493164644
93,1.640477,0.503306,1.855071,0.4759,6.522773,1e-05,0.0014323364674621137
94,1.626635,0.503583,1.843434,0.4721,6.561971,1e-05,0.001080020704553273
95,1.628819,0.503021,1.848797,0.4771,6.601169,1e-05,0.0007812528950340203
96,1.631919,0.503111,1.847055,0.4754,6.640366,1e-05,0.0005363597371175892
97,1.632028,0.503678,1.8542,0.4748,6.679134,1e-05,0.0003456090178766799
98,1.645897,0.50338,1.845731,0.4759,6.717279,1e-05,0.00020920932042221206
99,1.627572,0.505624,1.84557,0.477,6.755424,1e-05,0.00012730979582074387
100,1.633506,0.502356,1.847399,0.4765,6.793568,1e-05,0.0001
