epoch,train_loss,train_accuracy,eval_loss,eval_accuracy,epsilon,delta,learning_rate
67,0.23324,0.940665,0.212588,0.9414,9.355347,1e-05,0.13473777631347705
68,0.232133,0.941047,0.212442,0.9415,9.433404,1e-05,0.1274686452175645
69,0.246343,0.938814,0.211438,0.9427,9.511461,1e-05,0.12033355503338529
70,0.23289,0.941019,0.212205,0.9421,9.589519,1e-05,0.11334030787729948
71,0.232593,0.941906,0.212445,0.9432,9.667576,1e-05,0.10649655076239828
72,0.230439,0.940798,0.21034,0.942,9.745633,1e-05,0.09980976723660791
73,0.237004,0.940615,0.209909,0.9443,9.82369,1e-05,0.09328726919953945
74,0.237816,0.939542,0.211039,0.9435,9.901155,1e-05,0.08693618890703406
75,0.236249,0.940496,0.210513,0.9438,9.976444,1e-05,0.08076347117214609
76,0.234773,0.9407,0.209466,0.9433,10.051734,1e-05,0.07477586577109151
77,0.231982,0.94133,0.211818,0.9428,10.127023,1e-05,0.06897992006246735
78,0.232233,0.940451,0.210808,0.9425,10.202312,1e-05,0.06338197182781084
79,0.231911,0.941482,0.210315,0.944,10.277601,1e-05,0.05798814234132808
80,0.225615,0.942738,0.210381,0.9439,10.352891,1e-05,0.05280432967637148
81,0.237283,0.941099,0.208908,0.9437,10.42818,1e-05,0.04783620225598194
82,0.232615,0.941687,0.209101,0.9438,10.503416,1e-05,0.04308919265455241
83,0.229736,0.942087,0.20906,0.9447,10.575969,1e-05,0.03856849165738724
84,0.240761,0.940718,0.20767,0.9445,10.648521,1e-05,0.03427904258465442
85,0.225611,0.942833,0.208989,0.9448,10.721074,1e-05,0.03022553588593809
86,0.232768,0.941828,0.208196,0.9446,10.793626,1e-05,0.026412404011300177
87,0.232228,0.940734,0.207594,0.9442,10.866179,1e-05,0.022843816564461893
88,0.235508,0.941057,0.207232,0.945,10.938731,1e-05,0.019523675743402687
89,0.230288,0.941826,0.208756,0.9443,11.011283,1e-05,0.016455612073364736
90,0.229896,0.94234,0.207178,0.9448,11.083836,1e-05,0.013642980436926376
91,0.232438,0.941499,0.207372,0.9442,11.156388,1e-05,0.01108885640548731
92,0.23562,0.941264,0.20695,0.9449,11.227524,1e-05,0.008796032876176729
93,0.231665,0.941088,0.207085,0.9445,11.29737,1e-05,0.006767017017860967
94,0.232995,0.94058,0.207318,0.9448,11.367216,1e-05,0.005004027529591403
95,0.234896,0.941141,0.207527,0.9447,11.437062,1e-05,0.003508992214489556
96,0.224801,0.944671,0.207604,0.9448,11.506908,1e-05,0.0022835458717225506
97,0.234858,0.94192,0.207233,0.9448,11.576754,1e-05,0.001329028508874397
98,0.234729,0.94241,0.207225,0.945,11.6466,1e-05,0.0006464838766673053
99,0.236079,0.940946,0.207278,0.9449,11.716446,1e-05,0.0002366583276355341
100,0.230259,0.941727,0.207264,0.945,11.786292,1e-05,0.0001
